,participant,question,choice,task,trial
8998,310,Q5,to accept responsibility for one's own decisions.,0,8
8999,310,Q6,are native to shores,0,9
9000,310,Q7,"than studying for a long, continuous period.",0,10
9001,310,Q8,Crime and Punishment exhibits,0,11
9002,310,Q9,portrayal of the feelings of many Spaniards,0,12
9003,310,Q10,and finally succeeded,0,13
9004,310,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9005,310,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9006,310,Q13,he was designated by the city council,0,16
9007,310,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9008,310,Q15,If the room had been brighter,0,18
9009,310,Q16,two students due to the use of their notes.,0,19
9010,310,Q17,through which gas is exchanged,0,20
9011,310,Q18,who tends to resist any attempt at,0,21
9012,310,Q19,The amount of water in living cells varies,0,22
9013,310,Q20,The belief of ancient scientists was,0,23
9014,310,score,13,0,24
9015,310,absAssess1,12,0,25
9016,310,relAssess1,49,0,26
9017,310,diffOther1,5,0,27
9018,310,diffSelf1,5,0,28
9019,311,absAssess0,15,0,0
9020,311,relAssess0,65,0,1
9021,311,diffOther0,5,0,2
9022,311,diffSelf0,3,0,3
9023,311,Q1,mastery of the printed form of language is expected of him or her.,0,4
9024,311,Q2,man and found,0,5
9025,311,Q3,"poetry, along with all the other arts, is",0,6
9026,311,Q4,it difficult to choose,0,7
9027,311,Q5,to accept responsibility for one's own decisions.,0,8
9028,311,Q6,are native to shores,0,9
9029,311,Q7,than a long period of continuous study.,0,10
9030,311,Q8,those in Crime and Punishment exhibit,0,11
9031,311,Q9,feelings portrayed by Spaniards,0,12
9032,311,Q10,and finally succeeded,0,13
9033,311,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
9034,311,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9035,311,Q13,the city council designated him,0,16
9036,311,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
9037,311,Q15,If the room had been brighter,0,18
9038,311,Q16,two students because they used notes anyway.,0,19
9039,311,Q17,through which gas is exchanged,0,20
9040,311,Q18,who tends to resist any attempt at,0,21
9041,311,Q19,The amount of water in living cells varies,0,22
9042,311,Q20,The belief of ancient scientists was,0,23
9043,311,score,13,0,24
9044,311,absAssess1,12,0,25
9045,311,relAssess1,54,0,26
9046,311,diffOther1,6,0,27
9047,311,diffSelf1,6,0,28
9048,312,absAssess0,16,0,0
9049,312,relAssess0,74,0,1
9050,312,diffOther0,7,0,2
9051,312,diffSelf0,3,0,3
9052,312,Q1,he or she is expected to master the printed form of language.,0,4
9053,312,Q2,man and found,0,5
9054,312,Q3,"poetry, along with all the other arts, is",0,6
9055,312,Q4,it difficult to choose,0,7
9056,312,Q5,accepting responsibility for one's own decisions.,0,8
9057,312,Q6,are native to shores,0,9
9058,312,Q7,"than a long, continuous period of study.",0,10
9059,312,Q8,those in Crime and Punishment exhibit,0,11
9060,312,Q9,feelings portrayed by Spaniards,0,12
9061,312,Q10,and finally succeeded,0,13
9062,312,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9063,312,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9064,312,Q13,he was designated by the city council,0,16
9065,312,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
9066,312,Q15,If the room had been brighter,0,18
9067,312,Q16,two students because they used notes anyway.,0,19
9068,312,Q17,through which exchange of gases occurs,0,20
9069,312,Q18,who tends to resist any attempt at,0,21
9070,312,Q19,The amount of water in living cells varies,0,22
9071,312,Q20,The ancient scientists believe,0,23
9072,312,score,15,0,24
9073,312,absAssess1,15,0,25
9074,312,relAssess1,71,0,26
9075,312,diffOther1,8,0,27
9076,312,diffSelf1,4,0,28
9077,313,absAssess0,16,0,0
9078,313,relAssess0,65,0,1
9079,313,diffOther0,4,0,2
9080,313,diffSelf0,3,0,3
9081,313,Q1,he or she is expected to master the printed form of language.,0,4
9082,313,Q2,man and found,0,5
9083,313,Q3,poetry along with all the other arts is,0,6
9084,313,Q4,it difficult to choose,0,7
9085,313,Q5,to accept responsibility for one's own decisions.,0,8
9086,313,Q6,are native to shores,0,9
9087,313,Q7,"than studying for a long, continuous period.",0,10
9088,313,Q8,those in Crime and Punishment exhibit,0,11
9089,313,Q9,feelings,0,12
9090,313,Q10,and finally succeeded,0,13
9091,313,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9092,313,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9093,313,Q13,the city council designated him,0,16
9094,313,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9095,313,Q15,If the room had been brighter,0,18
9096,313,Q16,two students because they used notes anyway.,0,19
9097,313,Q17,through which exchange of gases occurs,0,20
9098,313,Q18,who tends to resist any attempt at,0,21
9099,313,Q19,The amount of water in living cells varies,0,22
9100,313,Q20,The belief of ancient scientists was,0,23
9101,313,score,16,0,24
9102,313,absAssess1,14,0,25
9103,313,relAssess1,50,0,26
9104,313,diffOther1,5,0,27
9105,313,diffSelf1,5,0,28
9106,314,absAssess0,17,0,0
9107,314,relAssess0,60,0,1
9108,314,diffOther0,7,0,2
9109,314,diffSelf0,4,0,3
9110,314,Q1,he or she is expected to master the printed form of language.,0,4
9111,314,Q2,man and found,0,5
9112,314,Q3,poetry and art are,0,6
9113,314,Q4,it difficult to choose,0,7
9114,314,Q5,to accept responsibility for one's own decisions.,0,8
9115,314,Q6,are native to shores,0,9
9116,314,Q7,"than a period of long, continuous study.",0,10
9117,314,Q8,those in Crime and Punishment exhibit,0,11
9118,314,Q9,portrays the feelings of many Spaniards,0,12
9119,314,Q10,and finally succeeded,0,13
9120,314,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9121,314,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9122,314,Q13,the city council designated him,0,16
9123,314,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
9124,314,Q15,If the room had been brighter,0,18
9125,314,Q16,two students due to the use of their notes.,0,19
9126,314,Q17,through which gas is exchanged,0,20
9127,314,Q18,who tend to resist any attempt at,0,21
9128,314,Q19,The amount of water in living cells varies,0,22
9129,314,Q20,The ancient scientists believe,0,23
9130,314,score,13,0,24
9131,314,absAssess1,14,0,25
9132,314,relAssess1,30,0,26
9133,314,diffOther1,9,0,27
9134,314,diffSelf1,10,0,28
9135,315,absAssess0,20,0,0
9136,315,relAssess0,99,0,1
9137,315,diffOther0,8,0,2
9138,315,diffSelf0,1,0,3
9139,315,Q1,he or she is expected to master the printed form of language.,0,4
9140,315,Q2,man and had found,0,5
9141,315,Q3,"poetry, along with all the other arts, is",0,6
9142,315,Q4,it difficult to choose,0,7
9143,315,Q5,to accept responsibility for one's own decisions.,0,8
9144,315,Q6,are native to shores,0,9
9145,315,Q7,than a long period of continuous study.,0,10
9146,315,Q8,those in Crime and Punishment exhibit,0,11
9147,315,Q9,portrayal of the feelings of many Spaniards,0,12
9148,315,Q10,and finally succeeded,0,13
9149,315,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
9150,315,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9151,315,Q13,he was designated by the city council,0,16
9152,315,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9153,315,Q15,If the room had been brighter,0,18
9154,315,Q16,two students due to the use of their notes.,0,19
9155,315,Q17,through which exchange of gases occurs,0,20
9156,315,Q18,who tend to resist any attempt at,0,21
9157,315,Q19,The amount of water in living cells varies,0,22
9158,315,Q20,The belief of ancient scientists was,0,23
9159,315,score,14,0,24
9160,315,absAssess1,15,0,25
9161,315,relAssess1,60,0,26
9162,315,diffOther1,10,0,27
9163,315,diffSelf1,6,0,28
9164,316,absAssess0,18,0,0
9165,316,relAssess0,85,0,1
9166,316,diffOther0,5,0,2
9167,316,diffSelf0,2,0,3
9168,316,Q1,he or she is expected to master the printed form of language.,0,4
9169,316,Q2,man and found,0,5
9170,316,Q3,"poetry, along with all the other arts, is",0,6
9171,316,Q4,it difficult to choose,0,7
9172,316,Q5,to accept responsibility for one's own decisions.,0,8
9173,316,Q6,are native to shores,0,9
9174,316,Q7,"than studying for a long, continuous period.",0,10
9175,316,Q8,those in Crime and Punishment exhibit,0,11
9176,316,Q9,feelings portrayed by Spaniards,0,12
9177,316,Q10,and finally succeeded,0,13
9178,316,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9179,316,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9180,316,Q13,he was designated by the city council,0,16
9181,316,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
9182,316,Q15,If the room had been brighter,0,18
9183,316,Q16,two students due to the use of their notes.,0,19
9184,316,Q17,through which gas is exchanged,0,20
9185,316,Q18,who tends to resist any attempt at,0,21
9186,316,Q19,The amount of water in living cells varies,0,22
9187,316,Q20,The belief of ancient scientists was,0,23
9188,316,score,15,0,24
9189,316,absAssess1,17,0,25
9190,316,relAssess1,80,0,26
9191,316,diffOther1,7,0,27
9192,316,diffSelf1,5,0,28
9193,317,absAssess0,15,0,0
9194,317,relAssess0,69,0,1
9195,317,diffOther0,5,0,2
9196,317,diffSelf0,3,0,3
9197,317,Q1,he or she is expected to master the printed form of language.,0,4
9198,317,Q2,man and had found,0,5
9199,317,Q3,"poetry, along with all the other arts, is",0,6
9200,317,Q4,it difficult to choose,0,7
9201,317,Q5,accepting responsibility for one's own decisions.,0,8
9202,317,Q6,are native to shores,0,9
9203,317,Q7,than a long period of continuous study.,0,10
9204,317,Q8,Crime and Punishment exhibits,0,11
9205,317,Q9,portrays the feelings of many Spaniards,0,12
9206,317,Q10,and finally succeeded,0,13
9207,317,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9208,317,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9209,317,Q13,he was designated by the city council,0,16
9210,317,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9211,317,Q15,If the room had been brighter,0,18
9212,317,Q16,two students because they used notes anyway.,0,19
9213,317,Q17,through which gas is exchanged,0,20
9214,317,Q18,who tends to resist any attempt at,0,21
9215,317,Q19,The amount of water in living cells varies,0,22
9216,317,Q20,The belief of ancient scientists was,0,23
9217,317,score,11,0,24
9218,317,absAssess1,12,0,25
9219,317,relAssess1,60,0,26
9220,317,diffOther1,5,0,27
9221,317,diffSelf1,4,0,28
9222,318,absAssess0,10,0,0
9223,318,relAssess0,50,0,1
9224,318,diffOther0,4,0,2
9225,318,diffSelf0,4,0,3
9226,318,Q1,he or she faces expectations of mastering the printed form of language.,0,4
9227,318,Q2,man and found,0,5
9228,318,Q3,poetry and art are,0,6
9229,318,Q4,it difficult to choose,0,7
9230,318,Q5,to accept responsibility for one's own decisions.,0,8
9231,318,Q6,are native to shores,0,9
9232,318,Q7,"than studying for a long, continuous period.",0,10
9233,318,Q8,those in Crime and Punishment exhibit,0,11
9234,318,Q9,feelings portrayed by Spaniards,0,12
9235,318,Q10,and finally succeeded,0,13
9236,318,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9237,318,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9238,318,Q13,the city council will designate him,0,16
9239,318,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9240,318,Q15,If the room had been brighter,0,18
9241,318,Q16,two students due to the use of their notes.,0,19
9242,318,Q17,through which gas is exchanged,0,20
9243,318,Q18,who tend to resist any attempt at,0,21
9244,318,Q19,The amount of water in living cells varies,0,22
9245,318,Q20,The ancient scientists believe,0,23
9246,318,score,12,0,24
9247,318,absAssess1,10,0,25
9248,318,relAssess1,50,0,26
9249,318,diffOther1,4,0,27
9250,318,diffSelf1,4,0,28
9251,319,absAssess0,16,0,0
9252,319,relAssess0,71,0,1
9253,319,diffOther0,5,0,2
9254,319,diffSelf0,2,0,3
9255,319,Q1,he or she is expected to master the printed form of language.,0,4
9256,319,Q2,man and found,0,5
9257,319,Q3,poetry and art are,0,6
9258,319,Q4,it difficult to choose,0,7
9259,319,Q5,to accept responsibility for one's own decisions.,0,8
9260,319,Q6,are native to shores,0,9
9261,319,Q7,"than a period of long, continuous study.",0,10
9262,319,Q8,those in Crime and Punishment exhibit,0,11
9263,319,Q9,feelings portrayed by Spaniards,0,12
9264,319,Q10,and finally succeeded,0,13
9265,319,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9266,319,Q12,"alone or in company, is consistently fascinated at",0,15
9267,319,Q13,the city council designated him,0,16
9268,319,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
9269,319,Q15,If the room was brighter,0,18
9270,319,Q16,two students because they used notes anyway.,0,19
9271,319,Q17,through which exchange of gas occurs,0,20
9272,319,Q18,who tends to resist any attempt at,0,21
9273,319,Q19,The amount of water in living cells varies,0,22
9274,319,Q20,The belief of ancient scientists was,0,23
9275,319,score,10,0,24
9276,319,absAssess1,17,0,25
9277,319,relAssess1,69,0,26
9278,319,diffOther1,4,0,27
9279,319,diffSelf1,3,0,28
9280,320,absAssess0,19,0,0
9281,320,relAssess0,91,0,1
9282,320,diffOther0,7,0,2
9283,320,diffSelf0,2,0,3
9284,320,Q1,he or she faces expectations of mastering the printed form of language.,0,4
9285,320,Q2,man and found,0,5
9286,320,Q3,"poetry, along with all the other arts, are",0,6
9287,320,Q4,it difficult to choose,0,7
9288,320,Q5,to accept responsibility for one's own decisions.,0,8
9289,320,Q6,are native to shores,0,9
9290,320,Q7,than a long period of continuous study.,0,10
9291,320,Q8,those in Crime and Punishment exhibit,0,11
9292,320,Q9,feelings,0,12
9293,320,Q10,and finally succeeded,0,13
9294,320,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
9295,320,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
9296,320,Q13,the city council will designate him,0,16
9297,320,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
